PAIS;POSTO_APLICADOR;NU_INSCRICAO;NOTA_ENTREVISTADOR;NOTA_OBSERVADOR;NOTA_FINAL;DISCREPANCIA;SITUACAO
Venezuela;Instituto Cultural Brasil-Caracas;201301001347;0;0;0;0;Ausente
Venezuela;Instituto Cultural Brasil-Caracas;201301003943;3;3,17;3,085;0,17;Presente
Venezuela;Instituto Cultural Brasil-Caracas;201301001198;0;0;0;0;Ausente
Venezuela;Instituto Cultural Brasil-Caracas;201301002537;0;0;0;0;Ausente
Venezuela;Instituto Cultural Brasil-Caracas;201301002062;0;0;0;0;Ausente
Suíça;Instituto Cultural Brasileiro-Zurique;201301002931;5;4,58;4,79;0,42;Presente
Suíça;Instituto Cultural Brasileiro-Zurique;201301002757;5;4,79;4,895;0,21;Presente
Suíça;Instituto Cultural Brasileiro-Zurique;201301000680;3;3,17;3,085;0,17;Presente
Suíça;Instituto Cultural Brasileiro-Zurique;201301001958;5;4,79;4,895;0,21;Presente
Suíça;Instituto Cultural Brasileiro-Zurique;201301001839;5;4,33;4,665;0,67;Presente
Suíça;Instituto Cultural Brasileiro-Zurique;201301003634;3;3,79;3,395;0,79;Presente
Suíça;Instituto Cultural Brasileiro-Zurique;201301002149;4;4;4;0;Presente
Suíça;Instituto Cultural Brasileiro-Zurique;201301001386;5;4,71;4,855;0,29;Presente
Suíça;Instituto Cultural Brasileiro-Zurique;201301002132;4;4,12;4,06;0,12;Presente
Suíça;Instituto Cultural Brasileiro-Zurique;201301002993;5;4,5;4,75;0,5;Presente
Suíça;Instituto Cultural Brasileiro-Zurique;201301002177;5;4,79;4,895;0,21;Presente
Suíça;Instituto Cultural Brasileiro-Zurique;201301002714;4;3,71;3,855;0,29;Presente
Suíça;Instituto Cultural Brasileiro-Zurique;201301002105;4;3,62;3,81;0,38;Presente
Suíça;Instituto Cultural Brasileiro-Zurique;201301001257;5;5;5;0;Presente
Colômbia;Instituto Cultural Brasil-Letícia;201301004074;0;0;0;0;Ausente
Colômbia;Instituto Cultural Brasil-Letícia;201301004513;0;0;0;0;Ausente
Colômbia;Instituto Cultural Brasil-Letícia;201301004049;0;0;0;0;Ausente
Colômbia;Instituto Cultural Brasil-Letícia;201301003917;0;0;0;0;Ausente
Colômbia;Instituto Cultural Brasil-Letícia;201301001945;0;0;0;0;Ausente
Colômbia;Instituto Cultural Brasil-Letícia;201301002531;1;1,5;1,25;0,5;Presente
Colômbia;Instituto Cultural Brasil-Letícia;201301004328;5;5;5;0;Presente
Colômbia;Instituto Cultural Brasil-Letícia;201301003798;3;3,33;3,165;0,33;Presente
Colômbia;Instituto Cultural Brasil-Letícia;201301002049;2;2,25;2,125;0,25;Presente
Colômbia;Instituto Cultural Brasil-Letícia;201301004218;5;5;5;0;Presente
Colômbia;Instituto Cultural Brasil-Letícia;201301003937;5;4,83;4,915;0,17;Presente
Colômbia;Instituto Cultural Brasil-Letícia;201301000514;1;2,59;1,795;1,59;Presente
Colômbia;Instituto Cultural Brasil-Letícia;201301001116;2;2,17;2,085;0,17;Presente
Colômbia;Instituto Cultural Brasil-Letícia;201301002449;4;4,17;4,085;0,17;Presente
Colômbia;Instituto Cultural Brasil-Letícia;201301002076;1;2,5;1,75;1,5;Presente
Colômbia;Instituto Cultural Brasil-Letícia;201301004521;5;5;5;0;Presente
Colômbia;Instituto Cultural Brasil-Letícia;201301003880;4;4,17;4,085;0,17;Presente
Colômbia;Instituto Cultural Brasil-Letícia;201301003927;3;2,67;2,835;0,33;Presente
Colômbia;Instituto Cultural Brasil-Letícia;201301003637;2;2,83;2,415;0,83;Presente
Colômbia;Instituto Cultural Brasil-Letícia;201301002074;4;4,17;4,085;0,17;Presente
Colômbia;Instituto Cultural Brasil-Letícia;201301003731;5;5;5;0;Presente
Colômbia;Instituto Cultural Brasil-Letícia;201301004045;3;3,33;3,165;0,33;Presente
Colômbia;Instituto Cultural Brasil-Letícia;201301002081;2;2;2;0;Presente
Colômbia;Instituto Cultural Brasil-Letícia;201301003550;3;3,33;3,165;0,33;Presente
Colômbia;Instituto Cultural Brasil-Letícia;201301000529;3;3,5;3,25;0,5;Presente
Colômbia;Instituto Cultural Brasil-Letícia;201301004372;2;2,67;2,335;0,67;Presente
Colômbia;Instituto Cultural Brasil-Letícia;201301004509;3;3,12;3,06;0,12;Presente
Colômbia;Instituto Cultural Brasil-Letícia;201301003945;0;0;0;0;Ausente
Colômbia;Instituto Cultural Brasil-Letícia;201301001285;0;0;0;0;Ausente
Colômbia;Instituto Cultural Brasil-Letícia;201301004220;0;0;0;0;Ausente
Colômbia;Instituto Cultural Brasil-Letícia;201301004515;0;0;0;0;Ausente
Colômbia;Instituto Cultural Brasil-Letícia;201301002128;0;0;0;0;Ausente
Colômbia;Instituto Cultural Brasil-Letícia;201301003484;0;0;0;0;Ausente
Colômbia;Instituto Cultural Brasil-Letícia;201301003792;0;0;0;0;Ausente
Colômbia;Instituto Cultural Brasil-Letícia;201301002244;0;0;0;0;Ausente
Colômbia;Instituto Cultural Brasil-Letícia;201301004186;0;0;0;0;Ausente
Colômbia;Instituto Cultural Brasil-Letícia;201301002241;0;0;0;0;Ausente
Colômbia;Instituto Cultural Brasil-Medellín;201301003929;0;0;0;0;Ausente
Colômbia;Instituto Cultural Brasil-Medellín;201301002634;3;3,75;3,375;0,75;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301003425;2;2,67;2,335;0,67;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301003931;4;4,33;4,165;0,33;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301003812;2;2,66;2,33;0,66;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301003817;2;3,08;2,54;1,08;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301003566;3;3,41;3,205;0,41;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301003714;4;4;4;0;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301000447;2;3,96;2,98;1,96;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301004058;1;2,67;1,835;1,67;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301003835;3;3,96;3,48;0,96;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301002493;4;4,17;4,085;0,17;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301003240;4;4,17;4,085;0,17;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301002967;0;0;0;0;Ausente
Colômbia;Instituto Cultural Brasil-Medellín;201301003100;0;0;0;0;Ausente
Colômbia;Instituto Cultural Brasil-Medellín;201301003374;0;0;0;0;Ausente
Colômbia;Instituto Cultural Brasil-Medellín;201301002438;0;0;0;0;Ausente
Colômbia;Instituto Cultural Brasil-Medellín;201301000676;0;0;0;0;Ausente
Colômbia;Instituto Cultural Brasil-Medellín;201301002989;0;0;0;0;Ausente
Colômbia;Instituto Cultural Brasil-Medellín;201301003482;0;0;0;0;Ausente
Colômbia;Instituto Cultural Brasil-Medellín;201301000378;0;0;0;0;Ausente
Colômbia;Instituto Cultural Brasil-Medellín;201301002974;0;0;0;0;Ausente
Colômbia;Instituto Cultural Brasil-Medellín;201301001289;0;0;0;0;Ausente
Colômbia;Instituto Cultural Brasil-Medellín;201301001769;0;0;0;0;Ausente
Colômbia;Instituto Cultural Brasil-Medellín;201301001625;0;0;0;0;Ausente
Colômbia;Instituto Cultural Brasil-Medellín;201301004465;0;0;0;0;Ausente
Colômbia;Instituto Cultural Brasil-Medellín;201301002972;0;0;0;0;Ausente
Colômbia;Instituto Cultural Brasil-Medellín;201301003960;0;0;0;0;Ausente
Colômbia;Instituto Cultural Brasil-Medellín;201301002055;0;0;0;0;Ausente
Colômbia;Instituto Cultural Brasil-Medellín;201301002988;0;0;0;0;Ausente
Colômbia;Instituto Cultural Brasil-Medellín;201301002094;0;0;0;0;Ausente
Colômbia;Instituto Cultural Brasil-Medellín;201301003184;0;0;0;0;Ausente
Colômbia;Instituto Cultural Brasil-Medellín;201301002422;0;0;0;0;Ausente
Colômbia;Instituto Cultural Brasil-Medellín;201301002627;0;0;0;0;Ausente
Colômbia;Instituto Cultural Brasil-Medellín;201301002736;0;0;0;0;Ausente
Colômbia;Instituto Cultural Brasil-Medellín;201301002444;0;0;0;0;Ausente
Colômbia;Instituto Cultural Brasil-Medellín;201301003703;0;0;0;0;Ausente
Colômbia;Instituto Cultural Brasil-Medellín;201301001010;0;0;0;0;Ausente
Colômbia;Instituto Cultural Brasil-Medellín;201301001649;0;0;0;0;Ausente
Colômbia;Instituto Cultural Brasil-Medellín;201301001687;4;3,91;3,955;0,09;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301002685;3;3,5;3,25;0,5;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301003655;3;3,5;3,25;0,5;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301004293;4;4,33;4,165;0,33;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301001061;3;3,33;3,165;0,33;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301003617;0;0;0;0;Ausente
Colômbia;Instituto Cultural Brasil-Medellín;201301004044;3;3,5;3,25;0,5;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301003124;3;4,17;3,585;1,17;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301003438;4;3,79;3,895;0,21;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301002024;4;3,96;3,98;0,04;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301003127;1;2,83;1,915;1,83;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301004059;4;2,91;3,455;1,09;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301003628;4;3,88;3,94;0,12;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301002147;1;2,12;1,56;1,12;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301004363;3;3,04;3,02;0,04;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301004471;3;3,75;3,375;0,75;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301003834;3;3,67;3,335;0,67;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301003181;3;3,5;3,25;0,5;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301004109;1;1,5;1,25;0,5;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301001749;3;3,33;3,165;0,33;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301003176;4;4,79;4,395;0,79;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301003363;2;2,41;2,205;0,41;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301000512;3;3,58;3,29;0,58;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301002730;3;3,58;3,29;0,58;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301003753;2;2,41;2,205;0,41;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301002737;2;2,58;2,29;0,58;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301003560;0;0;0;0;Ausente
Colômbia;Instituto Cultural Brasil-Medellín;201301003787;2;2,54;2,27;0,54;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301004104;2;2,41;2,205;0,41;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301001910;3;3,5;3,25;0,5;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301000114;3;3,33;3,165;0,33;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301003459;3;3,33;3,165;0,33;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301003047;4;4,17;4,085;0,17;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301003495;3;3,58;3,29;0,58;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301003635;3;3,33;3,165;0,33;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301004278;1;1,41;1,205;0,41;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301002684;3;3,33;3,165;0,33;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301002491;2;2,67;2,335;0,67;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301001309;3;3,83;3,415;0,83;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301002141;2;2,91;2,455;0,91;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301003908;4;4;4;0;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301003413;4;4,17;4,085;0,17;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301004421;2;3,79;2,895;1,79;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301002831;4;3,75;3,875;0,25;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301002443;2;3,96;2,98;1,96;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301002797;4;3,29;3,645;0,71;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301004381;4;3,67;3,835;0,33;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301003412;1;3,08;2,04;2,08;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301000796;3;2,33;2,665;0,67;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301003836;3;3,58;3,29;0,58;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301004089;3;3,33;3,165;0,33;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301003137;5;5;5;0;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301003844;1;2,7;1,85;1,7;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301003797;2;3,37;2,685;1,37;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301003483;3;3,58;3,29;0,58;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301003675;3;3,62;3,31;0,62;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301004193;3;3,58;3,29;0,58;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301004017;2;2,41;2,205;0,41;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301000551;2;2,41;2,205;0,41;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301003955;2;2,5;2,25;0,5;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301004362;3;3,58;3,29;0,58;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301002680;1;2,25;1,625;1,25;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301002019;4;4,17;4,085;0,17;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301002609;3;4,17;3,585;1,17;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301003781;3;3,54;3,27;0,54;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301003383;3;3,5;3,25;0,5;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301002153;3;3,12;3,06;0,12;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301003000;4;3,75;3,875;0,25;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301001503;5;5;5;0;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301003501;3;3,5;3,25;0,5;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301003475;4;4,17;4,085;0,17;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301001912;4;4,33;4,165;0,33;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301001178;3;3,58;3,29;0,58;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301003276;4;4,12;4,06;0,12;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301003843;3;3,5;3,25;0,5;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301004063;3;3,62;3,31;0,62;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301003129;3;3,46;3,23;0,46;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301002924;0;1,88;0,94;1,88;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301001727;1;3,37;2,185;2,37;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301004343;2;2,33;2,165;0,33;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301003631;2;2,5;2,25;0,5;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301003275;3;3,5;3,25;0,5;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301002437;0;0;0;0;Ausente
Colômbia;Instituto Cultural Brasil-Medellín;201301003990;3;3,5;3,25;0,5;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301004195;2;2,33;2,165;0,33;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301000887;4;4,17;4,085;0,17;Presente
Colômbia;Instituto Cultural Brasil-Medellín;201301003290;3;3,33;3,165;0,33;Presente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301003888;5;4,79;4,895;0,21;Presente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301002479;4;3,62;3,81;0,38;Presente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301001865;5;4,92;4,96;0,08;Presente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301001896;3;3,17;3,085;0,17;Presente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301003011;0;0;0;0;Ausente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301001162;0;0;0;0;Ausente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301003584;4;4,79;4,395;0,79;Presente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301003173;3;4,12;3,56;1,12;Presente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301002933;5;4,79;4,895;0,21;Presente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301003293;3;4,29;3,645;1,29;Presente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301000925;5;5;5;0;Presente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301002878;3;4,17;3,585;1,17;Presente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301003544;3;2,58;2,79;0,42;Presente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301001719;5;4,79;4,895;0,21;Presente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301002961;3;3;3;0;Presente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301003526;4;3,96;3,98;0,04;Presente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301004105;5;4,79;4,895;0,21;Presente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301002835;4;3,46;3,73;0,54;Presente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301002962;4;4,5;4,25;0,5;Presente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301004236;0;0;0;0;Ausente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301003860;2;2,5;2,25;0,5;Presente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301002475;0;0;0;0;Ausente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301002959;3;3,25;3,125;0,25;Presente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301001895;0;0;0;0;Ausente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301003171;5;5;5;0;Presente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301002169;4;3,75;3,875;0,25;Presente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301002778;5;5;5;0;Presente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301002676;5;4,79;4,895;0,21;Presente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301004500;0;0;0;0;Ausente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301004100;3;3,29;3,145;0,29;Presente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301001893;3;3,33;3,165;0,33;Presente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301004289;0;0;0;0;Ausente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301003148;0;0;0;0;Ausente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301003704;0;0;0;0;Ausente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301002711;2;2,62;2,31;0,62;Presente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301001710;5;4,79;4,895;0,21;Presente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301003166;3;3,17;3,085;0,17;Presente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301001693;5;4,58;4,79;0,42;Presente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301001812;3;4,08;3,54;1,08;Presente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301003995;4;4,17;4,085;0,17;Presente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301001908;0;0;0;0;Ausente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301003583;3;3,92;3,46;0,92;Presente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301002307;3;3,58;3,29;0,58;Presente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301004253;3;3,75;3,375;0,75;Presente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301003979;3;3,17;3,085;0,17;Presente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301004463;0;0;0;0;Ausente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301000969;5;5;5;0;Presente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301001480;5;5;5;0;Presente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301001608;5;4,33;4,665;0,67;Presente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301004235;4;3,08;3,54;0,92;Presente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301003885;4;3,88;3,94;0,12;Presente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301004181;4;4,12;4,06;0,12;Presente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301002856;5;4,33;4,665;0,67;Presente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301003107;3;3,75;3,375;0,75;Presente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301002888;3;3,54;3,27;0,54;Presente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301004125;3;3,83;3,415;0,83;Presente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301003353;3;3,75;3,375;0,75;Presente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301002424;0;0;0;0;Ausente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301002966;4;3,67;3,835;0,33;Presente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301004117;4;3,91;3,955;0,09;Presente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301004122;4;5;4,5;1;Presente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301002912;2;2,17;2,085;0,17;Presente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301001897;5;2,83;3,915;2,17;Presente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301004474;3;3,33;3,165;0,33;Presente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301004011;5;4,92;4,96;0,08;Presente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301003887;0;0;0;0;Ausente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301002786;4;4,62;4,31;0,62;Presente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301002782;3;3;3;0;Presente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301002556;4;4,17;4,085;0,17;Presente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301004302;4;3,46;3,73;0,54;Presente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301003764;4;5;4,5;1;Presente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301004173;3;3,54;3,27;0,54;Presente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301003323;3;3,58;3,29;0,58;Presente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301004367;5;4,17;4,585;0,83;Presente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301004364;4;4,33;4,165;0,33;Presente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301001907;3;3,41;3,205;0,41;Presente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301004131;5;4,16;4,58;0,84;Presente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301003589;3;3,91;3,455;0,91;Presente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301001491;4;4,5;4,25;0,5;Presente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301003174;5;4,41;4,705;0,59;Presente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301003881;5;5;5;0;Presente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301004400;2;2,54;2,27;0,54;Presente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301001709;4;4,5;4,25;0,5;Presente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301003605;3;3,91;3,455;0,91;Presente
Uruguai;Instituto Cultural Uruguaio Brasileiro-ICUB-Montevidéu;201301002851;3;2,83;2,915;0,17;Presente
Inglaterra;King's College London-Londres;201301001610;5;5;5;0;Presente
Inglaterra;King's College London-Londres;201301003720;0;0;0;0;Ausente
Inglaterra;King's College London-Londres;201301003421;4;4,5;4,25;0,5;Presente
Inglaterra;King's College London-Londres;201301003645;5;4,75;4,875;0,25;Presente
Inglaterra;King's College London-Londres;201301003332;4;3,79;3,895;0,21;Presente
Inglaterra;King's College London-Londres;201301002013;3;3,5;3,25;0,5;Presente
Inglaterra;King's College London-Londres;201301004052;5;5;5;0;Presente
Inglaterra;King's College London-Londres;201301001488;5;5;5;0;Presente
Inglaterra;King's College London-Londres;201301001093;4;3,28;3,64;0,72;Presente
Inglaterra;King's College London-Londres;201301000076;5;4,83;4,915;0,17;Presente
Inglaterra;King's College London-Londres;201301004445;2;2,54;2,27;0,54;Presente
Inglaterra;King's College London-Londres;201301003910;5;5;5;0;Presente
Inglaterra;King's College London-Londres;201301000090;5;5;5;0;Presente
